5.000000000000000000e-01 -2.000000000000000000e+00 3.999996185302734375e+00 1.000000000000000000e+00 9.999990463256835938e-01 -6.250000000000000000e-02
5.100000000000000089e-01 -2.000000000000000000e+00 3.999996185302734375e+00 1.000000000000000000e+00 9.999990463256835938e-01 -6.007304882737408980e-02
5.200000000000000178e-01 -1.999997558593749947e+00 3.999990224838256836e+00 1.000000000000000000e+00 9.999990463256835938e-01 -1.445521952761075343e-04
5.300000000000000266e-01 -1.999997558593749947e+00 3.999990224838256836e+00 1.000000000000000000e+00 9.999990463256835938e-01 -1.391488558300444094e-04
5.400000000000000355e-01 -1.999997558593749947e+00 3.999990224838256836e+00 1.000000000000000000e+00 9.999990463256835938e-01 -1.340429135893672044e-04
5.500000000000000444e-01 -1.999995117187499893e+00 3.999978303909301758e+00 9.999975585937499467e-01 9.999990463256835938e-01 -2.931333935318306341e-02
5.600000000000000533e-01 -1.999995117187499893e+00 3.999978303909301758e+00 9.999975585937499467e-01 9.999990463256835938e-01 -2.827578174214884221e-02
5.699999999999999512e-01 -1.999995117187499893e+00 3.999978303909301758e+00 9.999975585937499467e-01 9.999990463256835938e-01 -2.729235196779895151e-02
5.799999999999999600e-01 -1.999992675781250062e+00 3.999972343444824219e+00 9.999975585937499467e-01 9.999990463256835938e-01 1.997184979886259051e-02
5.899999999999999689e-01 -1.999992675781250062e+00 3.999966382980346680e+00 9.999975585937499467e-01 9.999930858612060547e-01 -5.083462288900496284e-02
5.999999999999999778e-01 -1.999987792968749956e+00 3.999948501586914062e+00 9.999975585937499467e-01 9.999930858612060547e-01 -3.038363986181341278e-02
6.099999999999999867e-01 -1.999982910156250071e+00 3.999930620193481445e+00 9.999951171875000044e-01 9.999930858612060547e-01 -1.123591451348620110e-02
6.199999999999999956e-01 -1.999980468750000018e+00 3.999918699264526367e+00 9.999951171875000044e-01 9.999871253967285156e-01 -3.384332726185160928e-02
6.300000000000000044e-01 -1.999975585937499911e+00 3.999900817871093750e+00 9.999926757812499512e-01 9.999871253967285156e-01 -1.575319073894051666e-02
6.400000000000000133e-01 -1.999973144531250080e+00 3.999894857406616211e+00 9.999926757812499512e-01 9.999871253967285156e-01 2.278560399471274422e-02
