5.000000000000000000e-01 -1.999980000000000091e+00 3.999962500000000087e+00 9.999900000000000455e-01 9.999875000000000291e-01 6.799935999950434962e-04
5.200000000000000178e-01 -1.999980000000000091e+00 3.999962500000000087e+00 9.999900000000000455e-01 9.999875000000000291e-01 6.286923076877250476e-04
5.400000000000000355e-01 -1.999980000000000091e+00 3.999962500000000087e+00 9.999900000000000455e-01 9.999875000000000291e-01 5.829849108325131863e-04
5.600000000000000533e-01 -1.999980000000000091e+00 3.999962500000000087e+00 9.999900000000000455e-01 9.999875000000000291e-01 5.420867346899261923e-04
5.799999999999999600e-01 -1.999980000000000091e+00 3.999962500000000087e+00 9.999900000000000455e-01 9.999875000000000291e-01 5.053460166431655203e-04
5.999999999999999778e-01 -1.999980000000000091e+00 3.999962500000000087e+00 9.999900000000000455e-01 9.999875000000000291e-01 4.722177777743358034e-04
6.199999999999999956e-01 -1.999980000000000091e+00 3.999962500000000087e+00 9.999900000000000455e-01 9.999875000000000291e-01 4.422434963547369215e-04
6.400000000000000133e-01 -1.999980000000000091e+00 3.999962500000000087e+00 9.999900000000000455e-01 9.999875000000000291e-01 4.150351562469747901e-04
6.600000000000000311e-01 -1.999940000000000051e+00 3.999881250000000055e+00 9.999799999999999800e-01 9.999749999999999472e-01 1.113373737373708500e-03
6.800000000000000488e-01 -1.999980000000000091e+00 3.999962500000000087e+00 9.999900000000000455e-01 9.999875000000000291e-01 3.676435986132371215e-04
6.999999999999999556e-01 -1.999919999999999920e+00 3.999837499999999935e+00 -4.366550000000000153e-01 9.999624999999999764e-01 1.285662040817708070e-03
7.199999999999999734e-01 -1.999980000000000091e+00 3.999962500000000087e+00 9.999900000000000455e-01 9.999875000000000291e-01 3.279290123432887418e-04
7.399999999999999911e-01 -1.999719999999999942e+00 3.999437499999999979e+00 9.999000000000000110e-01 9.998875000000000401e-01 4.071742878015961742e-03
7.600000000000000089e-01 -1.999560000000000004e+00 3.999118750000000055e+00 5.043975000000000541e-01 9.998187499999999783e-01 6.084185595567922003e-03
7.800000000000000266e-01 -1.998539999999999983e+00 3.997081249999999919e+00 -1.033912499999999936e-02 9.993874999999999842e-01 1.919209993425325528e-02
8.000000000000000444e-01 -1.999219999999999997e+00 3.998437500000000089e+00 -5.392550000000000399e-01 9.996687499999999948e-01 9.730572499999643951e-03
8.199999999999999512e-01 -1.999239999999999906e+00 3.998481250000000209e+00 -7.505500000000000504e-01 9.996874999999999512e-01 9.046236763835547798e-03
8.399999999999999689e-01 -1.998739999999999961e+00 3.997481249999999875e+00 4.769450000000000078e-01 9.994750000000000023e-01 1.428380045351543455e-02
8.599999999999999867e-01 -1.999219999999999997e+00 3.998437500000000089e+00 6.983650000000000135e-01 9.996749999999999803e-01 8.420181719848261401e-03
8.800000000000000044e-01 -1.998559999999999892e+00 3.997118749999999832e+00 3.902300000000000213e-01 9.994062500000000515e-01 1.485886570247991340e-02
9.000000000000000222e-01 -1.999000000000000110e+00 3.998000000000000220e+00 -5.225099999999999884e-02 9.995874999999999622e-01 9.871604938269825519e-03
9.200000000000000400e-01 -1.997400000000000064e+00 3.994800000000000129e+00 -6.447175000000000544e-01 9.989124999999999810e-01 2.454272211720063754e-02
9.399999999999999467e-01 -1.996817499999999912e+00 3.993637500000000173e+00 -2.614500000000000157e-01 9.986625000000000085e-01 2.877941011204342148e-02
9.599999999999999645e-01 -1.996837500000000043e+00 3.993675000000000086e+00 1.431022499999999864e-01 9.986749999999999794e-01 2.740884806315132399e-02
9.799999999999999822e-01 -1.995697499999999902e+00 3.991393749999999851e+00 6.961275000000000102e-02 9.982187500000000435e-01 3.575692833715179986e-02
1.000000000000000000e+00 -1.996157500000000029e+00 3.992318749999999916e+00 1.245847499999999941e-01 9.984187500000000215e-01 3.069594077499893103e-02
1.020000000000000018e+00 -1.993017500000000108e+00 3.986037500000000122e+00 1.937824999999999964e-01 9.970875000000000155e-01 5.351305149461611788e-02
1.040000000000000036e+00 -1.995797499999999891e+00 3.991593749999999829e+00 3.518350000000000088e-01 9.982499999999999707e-01 3.101364272836676372e-02
1.060000000000000053e+00 -1.994377499999999914e+00 3.988756249999999781e+00 -2.356792500000000068e-01 9.976687499999999931e-01 3.992394978195110827e-02
1.080000000000000071e+00 -1.993957500000000049e+00 3.987912500000000193e+00 4.449274999999999758e-01 9.974812499999999860e-01 4.130997322959541196e-02
1.100000000000000089e+00 -1.989074999999999926e+00 3.978149999999999853e+00 7.500500000000000222e-02 9.954250000000000043e-01 7.183684090909180087e-02
1.120000000000000107e+00 -1.990294999999999925e+00 3.980593750000000153e+00 3.613949999999999801e-02 9.959437500000000165e-01 6.160574928252633004e-02
1.139999999999999902e+00 -1.990777500000000089e+00 3.981549999999999923e+00 1.807122499999999909e-01 9.961562499999999654e-01 5.649413817712988645e-02
1.159999999999999920e+00 -1.987475000000000103e+00 3.974950000000000205e+00 1.868997500000000034e-01 9.947687499999999794e-01 7.399858613257934148e-02
1.179999999999999938e+00 -1.988734999999999919e+00 3.977549999999999919e+00 1.417417499999999997e-01 9.953250000000000153e-01 6.458804876472298839e-02
1.199999999999999956e+00 -1.985835000000000017e+00 3.971668750000000081e+00 1.903812500000000019e-01 9.940875000000000128e-01 7.813361881944505538e-02
1.219999999999999973e+00 -1.981712499999999988e+00 3.963424999999999976e+00 -1.510505000000000042e-01 9.923562500000000508e-01 9.739469858572973038e-02
1.239999999999999991e+00 -1.980412499999999909e+00 3.960824999999999818e+00 -1.231492499999999914e-02 9.918812500000000476e-01 1.009139694166241719e-01
1.260000000000000009e+00 -1.979392500000000110e+00 3.958781249999999918e+00 -1.000250000000000028e-01 9.914062500000000444e-01 1.027628645597110507e-01
1.280000000000000027e+00 -1.977670000000000039e+00 3.955343749999999936e+00 1.959132500000000110e-01 9.906875000000000542e-01 1.078250026855464144e-01
1.300000000000000044e+00 -1.975109999999999921e+00 3.950381249999999955e+00 -5.720299999999999691e-02 9.896437500000000442e-01 1.167378411834323199e-01
1.320000000000000062e+00 -1.972769999999999913e+00 3.945537499999999920e+00 -2.790124999999999897e-02 9.886687499999999851e-01 1.233150300734621591e-01
1.340000000000000080e+00 -1.965867500000000101e+00 3.931893749999999965e+00 7.302424999999999888e-02 9.858062499999999950e-01 1.498300789568935698e-01
1.360000000000000098e+00 -1.966947500000000071e+00 3.934131250000000080e+00 2.024459999999999871e-01 9.862437499999999746e-01 1.411089581395971737e-01
1.379999999999999893e+00 -1.963224999999999998e+00 3.926531250000000028e+00 -1.519607499999999986e-02 9.846312499999999579e-01 1.518144284289014156e-01
1.399999999999999911e+00 -1.960665000000000102e+00 3.921487500000000015e+00 4.935975000000000085e-02 9.836062500000000153e-01 1.577148117857134491e-01
1.419999999999999929e+00 -1.956322499999999964e+00 3.912643749999999976e+00 -1.050819999999999949e-01 9.817749999999999533e-01 1.695021344847251477e-01
1.439999999999999947e+00 -1.958962499999999940e+00 3.918006249999999913e+00 2.063875000000000015e-01 9.829124999999999668e-01 1.552318163459690814e-01
1.459999999999999964e+00 -1.953302499999999942e+00 3.906681250000000105e+00 6.588125000000000231e-02 9.805562500000000181e-01 1.713090514050487345e-01
