5.000000000000000000e-01 -5.119959039999999959e+02 2.621419028479999979e+05 2.559979519999999980e+02 6.553547571199999948e+04
5.500000000000000444e-01 -5.119959039999999959e+02 2.621419028479999979e+05 2.559979519999999980e+02 6.553547571199999948e+04
6.000000000000000888e-01 -5.119959039999999959e+02 2.621419028479999979e+05 2.559979519999999980e+02 6.553547571199999948e+04
6.500000000000001332e-01 -5.119959039999999959e+02 2.621419028479999979e+05 2.559979519999999980e+02 6.553547571199999948e+04
7.000000000000001776e-01 -5.119813760000000116e+02 2.621271500799999922e+05 2.559941599999999937e+02 6.553354307200000039e+04
7.500000000000002220e-01 -5.119883520000000203e+02 2.621342300159999868e+05 2.559960639999999898e+02 6.553451283200000034e+04
8.000000000000002665e-01 -5.119005440000000249e+02 2.620450170879999932e+05 2.559741119999999910e+02 6.552331731199999922e+04
8.500000000000003109e-01 -5.119285120000000120e+02 2.620734325759999920e+05 2.559811039999999878e+02 6.552688323200000013e+04
9.000000000000003553e-01 -5.118332800000000020e+02 2.619768376320000098e+05 2.559572960000000137e+02 6.551475119999999879e+04
9.500000000000003997e-01 -5.113384320000000116e+02 2.614739901440000103e+05 2.558328160000000082e+02 6.545126511999999639e+04
1.000000000000000444e+00 -5.113830080000000180e+02 2.615194174720000010e+05 2.558435360000000003e+02 6.545674307199999748e+04
1.050000000000000488e+00 -5.108091519999999832e+02 2.609376007680000039e+05 2.556922399999999982e+02 6.537970550399999775e+04
1.100000000000000533e+00 -5.105184960000000274e+02 2.606429356799999950e+05 2.556146239999999921e+02 6.534018432000000030e+04
1.150000000000000577e+00 -5.094073599999999828e+02 2.595194024959999952e+05 2.553124479999999892e+02 6.518661926400000084e+04
1.200000000000000622e+00 -5.092836800000000039e+02 2.593942874880000018e+05 2.553028480000000116e+02 6.518159257600000274e+04
1.250000000000000666e+00 -5.084312639999999988e+02 2.585321480959999899e+05 2.550699679999999887e+02 6.506317667200000142e+04
1.300000000000000711e+00 -5.066105279999999880e+02 2.567037943040000100e+05 2.545616799999999955e+02 6.480591401600000245e+04
1.350000000000000755e+00 -5.056537599999999770e+02 2.557469539839999925e+05 2.543120480000000043e+02 6.467975267200000235e+04
1.400000000000000799e+00 -5.031229119999999853e+02 2.532082645759999868e+05 2.536083999999999889e+02 6.432409667199999967e+04
1.450000000000000844e+00 -5.016168319999999881e+02 2.517129827839999925e+05 2.531954079999999863e+02 6.411586172800000350e+04
1.500000000000000888e+00 -5.000143679999999904e+02 2.501260207360000059e+05 2.526718879999999956e+02 6.385423049599999649e+04
1.550000000000000933e+00 -4.969787519999999859e+02 2.471296358400000026e+05 2.518798879999999940e+02 6.345616272000000026e+04
1.600000000000000977e+00 -4.922446719999999800e+02 2.424841500159999996e+05 2.503051360000000045e+02 6.267136918400000286e+04
1.650000000000001021e+00 -4.895091840000000047e+02 2.398588843519999937e+05 2.488515519999999981e+02 6.198483225600000151e+04
1.700000000000001066e+00 -4.861375679999999875e+02 2.365891559680000064e+05 2.485843040000000030e+02 6.182040316799999709e+04
1.750000000000001110e+00 -4.804358080000000086e+02 2.311916381439999968e+05 2.465263999999999953e+02 6.082142220800000359e+04
1.800000000000001155e+00 -4.768283519999999953e+02 2.277290255360000010e+05 2.456190239999999960e+02 6.036901615999999922e+04
1.850000000000001199e+00 -4.677357119999999782e+02 2.192981896959999867e+05 2.419449759999999969e+02 5.861689417600000161e+04
1.900000000000001243e+00 -4.647186239999999771e+02 2.164535018240000063e+05 2.410448639999999898e+02 5.817870035199999984e+04
1.950000000000001288e+00 -4.572243199999999774e+02 2.095439656959999993e+05 2.380796960000000126e+02 5.677647478399999818e+04
2.000000000000001332e+00 -4.507165439999999990e+02 2.038601566720000119e+05 2.352569599999999923e+02 5.552986777599999914e+04
2.050000000000001599e+00 -4.389563519999999812e+02 1.934152253440000059e+05 2.306224320000000034e+02 5.333153926399999909e+04
