5.000000000000000000e-01 -1.279989759999999990e+02 1.638386892799999987e+04 6.399948799999999949e+01 4.095967231999999967e+03
5.500000000000000444e-01 -1.279989759999999990e+02 1.638386892799999987e+04 6.399948799999999949e+01 4.095967231999999967e+03
6.000000000000000888e-01 -1.279989759999999990e+02 1.638386892799999987e+04 6.399948799999999949e+01 4.095967231999999967e+03
6.500000000000001332e-01 -1.279929599999999965e+02 1.638237695999999960e+04 6.399798400000000242e+01 4.095777728000000025e+03
7.000000000000001776e-01 -1.279981439999999964e+02 1.638366259200000059e+04 6.399927999999999884e+01 4.095941024000000198e+03
7.500000000000002220e-01 -1.279960959999999943e+02 1.638315468800000053e+04 6.399876799999999832e+01 4.095876511999999821e+03
8.000000000000002665e-01 -1.279770879999999948e+02 1.637844070400000055e+04 6.399401600000000201e+01 4.095277759999999944e+03
8.500000000000003109e-01 -1.279503359999999930e+02 1.637180620799999997e+04 6.398732799999999799e+01 4.094435072000000218e+03
9.000000000000003553e-01 -1.279299520000000001e+02 1.636677516800000012e+04 6.398172799999999683e+01 4.093733503999999812e+03
9.500000000000003997e-01 -1.279305279999999954e+02 1.636689420799999971e+04 6.398236800000000102e+01 4.093810175999999956e+03
1.000000000000000444e+00 -1.278165120000000030e+02 1.633863935999999921e+04 6.395342399999999827e+01 4.090166752000000088e+03
1.050000000000000488e+00 -1.277319040000000001e+02 1.631766886399999930e+04 6.393227199999999755e+01 4.087502367999999933e+03
1.100000000000000533e+00 -1.275513600000000025e+02 1.627353471999999965e+04 6.388401600000000258e+01 4.081478943999999956e+03
1.150000000000000577e+00 -1.273663360000000040e+02 1.622768281600000046e+04 6.383510400000000118e+01 4.075338815999999952e+03
1.200000000000000622e+00 -1.272445120000000003e+02 1.619806374399999913e+04 6.380382399999999876e+01 4.071433375999999953e+03
1.250000000000000666e+00 -1.271175680000000057e+02 1.616599680000000080e+04 6.377307199999999909e+01 4.067515040000000226e+03
1.300000000000000711e+00 -1.267173760000000016e+02 1.606921139199999925e+04 6.365272000000000219e+01 4.052685919999999896e+03
1.350000000000000755e+00 -1.263625920000000065e+02 1.598261132800000087e+04 6.355412799999999862e+01 4.040479584000000159e+03
1.400000000000000799e+00 -1.258698880000000031e+02 1.586211763199999950e+04 6.343851200000000290e+01 4.025875615999999809e+03
1.450000000000000844e+00 -1.255731519999999932e+02 1.578968179199999940e+04 6.335259200000000135e+01 4.015203935999999885e+03
1.500000000000000888e+00 -1.246732480000000010e+02 1.557312371200000052e+04 6.307112000000000052e+01 3.980733983999999964e+03
1.550000000000000933e+00 -1.244407999999999959e+02 1.551762854399999924e+04 6.302891199999999827e+01 3.975388191999999890e+03
1.600000000000000977e+00 -1.232091839999999934e+02 1.522590451199999916e+04 6.264510400000000345e+01 3.928869024000000081e+03
1.650000000000001021e+00 -1.227571520000000049e+02 1.511757120000000032e+04 6.249166400000000010e+01 3.910353247999999894e+03
1.700000000000001066e+00 -1.210808320000000009e+02 1.473059225599999991e+04 6.193032000000000181e+01 3.844160608000000138e+03
1.750000000000001110e+00 -1.204513919999999985e+02 1.458030873600000086e+04 6.177241599999999977e+01 3.824090048000000024e+03
1.800000000000001155e+00 -1.187166720000000026e+02 1.418446796800000084e+04 6.118686399999999992e+01 3.756692896000000019e+03
1.850000000000001199e+00 -1.173934399999999982e+02 1.389027494400000069e+04 6.075188800000000100e+01 3.705403616000000056e+03
1.900000000000001243e+00 -1.160648000000000053e+02 1.358563033600000017e+04 6.027633600000000058e+01 3.649901855999999952e+03
1.950000000000001288e+00 -1.142535040000000066e+02 1.318697420799999963e+04 5.961889599999999945e+01 3.576621599999999944e+03
2.000000000000001332e+00 -1.105577920000000063e+02 1.244463551999999981e+04 5.743803199999999975e+01 3.377863776000000144e+03
2.050000000000001599e+00 -1.095258240000000001e+02 1.218481484799999998e+04 5.759449599999999947e+01 3.356851071999999931e+03
2.100000000000001421e+00 -1.036986880000000042e+02 1.107731558399999994e+04 3.459483199999999670e+01 3.023651936000000205e+03
2.150000000000001243e+00 -1.046548480000000012e+02 1.122660710400000062e+04 -3.835179200000000321e+01 3.138035104000000047e+03
2.200000000000001510e+00 -1.019386559999999946e+02 1.068209574400000020e+04 4.895964800000000139e+01 2.989645759999999882e+03
