5.000000000000000000e-01 -3.199974399999999974e+01 1.023991807999999992e+03 1.599987199999999987e+01 2.559979519999999980e+02
5.500000000000000444e-01 -3.199974399999999974e+01 1.023991807999999992e+03 1.599987199999999987e+01 2.559979519999999980e+02
6.000000000000000888e-01 -3.199974399999999974e+01 1.023991807999999992e+03 1.599987199999999987e+01 2.559979519999999980e+02
6.500000000000001332e-01 -3.199916800000000094e+01 1.023959552000000031e+03 1.599972799999999928e+01 2.559936319999999910e+02
7.000000000000001776e-01 -3.199942400000000120e+01 1.023973887999999988e+03 1.599979199999999935e+01 2.559955520000000035e+02
7.500000000000002220e-01 -3.199820800000000176e+01 1.023905792000000019e+03 1.599948799999999949e+01 2.559864320000000077e+02
8.000000000000002665e-01 -3.199584000000000117e+01 1.023773184000000015e+03 1.599889600000000023e+01 2.559686719999999980e+02
8.500000000000003109e-01 -3.198291199999999890e+01 1.023054591999999957e+03 1.599555199999999999e+01 2.558692479999999989e+02
9.000000000000003553e-01 -3.198892800000000136e+01 1.023386112000000026e+03 1.599716800000000028e+01 2.559168319999999994e+02
9.500000000000003997e-01 -3.197670400000000157e+01 1.022701567999999952e+03 1.599411199999999944e+01 2.558251520000000028e+02
1.000000000000000444e+00 -3.195830399999999827e+01 1.021681023999999979e+03 1.598945600000000056e+01 2.556863679999999874e+02
1.050000000000000488e+00 -3.193344000000000094e+01 1.020286464000000024e+03 1.598313600000000001e+01 2.554971519999999998e+02
1.100000000000000533e+00 -3.185801599999999922e+01 1.016135551999999961e+03 1.596299199999999985e+01 2.549058880000000045e+02
1.150000000000000577e+00 -3.185551999999999850e+01 1.015955839999999966e+03 1.596307200000000037e+01 2.549011199999999917e+02
1.200000000000000622e+00 -3.178857599999999906e+01 1.012299135999999976e+03 1.594473600000000069e+01 2.543648000000000025e+02
1.250000000000000666e+00 -3.176876800000000145e+01 1.011262719999999945e+03 1.593873600000000046e+01 2.542028479999999888e+02
1.300000000000000711e+00 -3.162844799999999879e+01 1.003548032000000035e+03 1.590105600000000052e+01 2.530905600000000106e+02
1.350000000000000755e+00 -3.158185599999999837e+01 1.001083520000000021e+03 1.588729599999999920e+01 2.527138559999999927e+02
1.400000000000000799e+00 -3.146127999999999858e+01 9.944441600000000108e+02 1.585598399999999941e+01 2.517714880000000051e+02
